ticker,sector,category,days_seen,dp_days,dp_coverage,pcr_days,opt_coverage,avg_dp_pct,dp_pct_cv,avg_block_count,avg_pcr,avg_combined_score
PRIM,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.943,84.9
PRM,Basic Materials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.241,94.0
PRVA,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.864,72.4
PSA,Real Estate,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.866,76.3
PSIX,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.661,86.5
PSLV,Financial Services,C,6,4,0.67,0,0.00,1.31,1.25,0.0,0.000,78.8
PSTG,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.506,89.5
PSX,Energy,C,22,1,0.05,22,1.00,0.43,0.00,0.0,0.319,83.1
PTEN,Energy,C,27,0,0.00,27,1.00,0.00,0.00,0.0,1.197,81.5
PTGX,Healthcare,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.419,82.4
PVH,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.868,70.5
PWR,Industrials,C,12,1,0.08,12,1.00,1.16,0.00,15.0,1.707,83.3
Q,Technology,C,23,0,0.00,23,1.00,0.00,0.00,0.0,1.091,78.8
QGEN,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.230,76.5
QMMM,Communication Services,D,32,0,0.00,0,0.00,0.00,0.00,0.0,0.000,78.9
QSR,Consumer Cyclical,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.317,82.5
QXO,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.345,76.6
RAL,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.352,73.0
RCI,Communication Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.707,83.6
RCL,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.625,95.4
RCUS,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.463,76.1
RDN,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.294,73.0
RDNT,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.800,71.0
RDY,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.505,86.9
REAL,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.066,82.0
REG,Real Estate,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.779,78.8
REGN,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.800,86.2
RELY,Technology,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.968,83.1
RERE,Consumer Cyclical,D,2,0,0.00,0,0.00,0.00,0.00,0.0,0.000,98.5
REZI,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,2.473,72.9
RF,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.964,75.6
RGA,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.800,72.2
RGC,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.685,70.8
RGLD,Basic Materials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.766,82.0
RH,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.457,74.2
RHP,Real Estate,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.671,78.9
RIG,Energy,C,21,1,0.05,21,1.00,0.87,0.00,0.0,0.321,82.7
RIO,Basic Materials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.438,81.6
RIOT,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.394,78.2
RIVN,Consumer Cyclical,C,6,2,0.33,6,1.00,0.92,0.84,0.0,0.525,75.6
RKLB,Industrials,C,12,2,0.17,12,1.00,0.40,1.17,0.0,0.534,80.4
RL,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.436,76.0
RLAY,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.825,81.5
RMBS,Technology,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.506,83.4
RNA,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1623.000,75.0
RNG,Technology,C,18,0,0.00,18,1.00,0.00,0.00,0.0,1.169,80.2
RNR,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.436,129.8
RNST,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,6.213,71.3
ROAD,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.916,77.8
ROIV,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,3.069,74.6
ROK,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.419,90.3
ROKU,Communication Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.722,90.8
ROL,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.281,73.0
ROST,Consumer Cyclical,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.711,82.9
RPM,Basic Materials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.155,80.1
RPRX,Healthcare,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.184,79.1
RRC,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.328,84.6
RRR,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.962,80.3
RRX,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.776,80.9
RS,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,6.116,71.0
RSG,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.408,86.3
RSI,Consumer Cyclical,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.090,82.5
RTO,Industrials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.449,80.6
RTX,Industrials,C,18,2,0.11,18,1.00,0.32,0.66,7.5,0.334,79.9
RUN,Energy,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.389,132.0
RUSHA,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.983,75.3
RVMD,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,1.128,74.4
RVTY,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.573,75.2
RXO,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,4.266,85.5
RY,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.404,73.0
RYAAY,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.299,81.0
SA,Basic Materials,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.466,82.8
SAIA,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,3.668,75.0
SAN,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.432,85.9
SANM,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.607,78.0
SARO,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,13.692,78.3
SATS,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.290,84.3
SBCF,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,73.000,75.0
SBLK,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.325,77.3
SBRA,Real Estate,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.407,79.2
SBS,Utilities,C,16,0,0.00,16,1.00,0.00,0.00,0.0,2.051,81.5
SBSW,Basic Materials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.415,77.2
SBUX,Consumer Cyclical,C,13,0,0.00,13,1.00,0.00,0.00,0.0,1.328,81.8
SCCO,Basic Materials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,2.175,79.2
SCHW,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.494,73.0
SCI,Consumer Cyclical,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.714,84.3
SDRL,Energy,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.414,83.5
SEDG,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.945,84.4
SEE,Consumer Cyclical,C,14,0,0.00,14,1.00,0.00,0.00,0.0,4.024,80.1
SEI,Energy,C,20,0,0.00,20,1.00,0.00,0.00,0.0,2.653,82.0
SEM,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.261,77.6
SFD,Consumer Defensive,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.673,81.0
SFNC,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.151,75.9
SGHC,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.049,80.5
SGI,Consumer Defensive,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.251,73.9
SHC,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.192,82.5
SHEL,Energy,C,22,1,0.05,22,1.00,0.24,0.00,0.0,0.147,83.1
SHG,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,2.532,76.5
SHW,Basic Materials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.382,87.5
SIG,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.078,78.8
SIGI,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.341,84.5
SIMO,Technology,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.795,81.9
SIRI,Communication Services,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.638,84.2
SITE,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.754,92.8
SITM,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.621,82.2
SJM,Consumer Defensive,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.826,85.9
SKE,Basic Materials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.765,78.6
SKM,Communication Services,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.450,84.4
SKT,Real Estate,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.630,75.4
SKY,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.340,72.2
SLAB,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.867,92.5
SLB,Energy,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.476,82.0
SLDE,Financial Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.544,80.7
SLF,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.592,78.6
SLGN,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.294,76.7
SM,Energy,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.201,85.3
SMFG,Financial Services,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.186,78.2
SMG,Basic Materials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.399,78.8
SMTC,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.325,77.5
SN,Consumer Cyclical,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.494,78.4
SNDK,Technology,A,22,21,0.95,22,1.00,0.29,0.81,16.4,0.082,81.5
SNDR,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.658,82.5
SNDX,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.865,76.6
SNEX,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.529,92.4
SNN,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,2.703,74.5
SNX,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.807,87.9
SO,Utilities,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.397,83.6
SOBO,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,3.354,81.6
SOLS,Basic Materials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.077,81.2
SOMN,Utilities,D,4,0,0.00,0,0.00,0.00,0.00,0.0,0.000,93.8
SON,Consumer Cyclical,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.253,80.9
SPG,Real Estate,C,13,0,0.00,13,1.00,0.00,0.00,0.0,1.156,78.2
SPHR,Communication Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.138,84.6
SPNT,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.074,88.0
SPXC,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.250,78.5
SQM,Basic Materials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.711,82.3
SRE,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.487,79.6
SRPT,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.230,92.2
SRRK,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.415,84.7
SSB,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,2.097,81.2
SSL,Basic Materials,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.206,79.2
SSRM,Basic Materials,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.430,80.1
ST,Technology,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.351,80.2
STAG,Real Estate,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.921,77.9
STLD,Basic Materials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.650,78.2
STM,Technology,C,15,1,0.07,15,1.00,2.23,0.00,0.0,0.420,81.3
STNE,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.256,82.8
STNG,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.636,81.1
STOK,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.167,96.1
STRC,Technology,C,16,2,0.12,16,1.00,2.64,1.23,7.5,2.121,81.7
STRL,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.675,80.0
STT,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.476,75.6
STX,Technology,C,17,1,0.06,17,1.00,0.50,0.00,0.0,1.226,81.2
STZ,Consumer Defensive,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.447,89.4
SU,Energy,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.537,81.2
SUI,Real Estate,C,8,0,0.00,8,1.00,0.00,0.00,0.0,5.048,73.9
SUN,Energy,C,13,0,0.00,13,1.00,0.00,0.00,0.0,1.907,83.7
SUNC,Energy,D,14,0,0.00,0,0.00,0.00,0.00,0.0,0.000,82.4
SUPN,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.050,81.4
SUZ,Basic Materials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.388,75.9
SVM,Basic Materials,C,25,0,0.00,25,1.00,0.00,0.00,0.0,0.292,82.1
SW,Consumer Cyclical,C,9,0,0.00,9,1.00,0.00,0.00,0.0,1.607,85.8
SWK,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.563,89.2
SWX,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.233,80.5
SYF,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.196,72.0
SYK,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.690,88.4
SYM,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.305,74.0
SYNA,Technology,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.364,76.0
SYRE,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,20.494,79.4
SYY,Consumer Defensive,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.817,85.6
T,Communication Services,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.638,83.5
TAC,Utilities,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.195,89.0
TAK,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.571,76.8
TAL,Consumer Defensive,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.614,86.2
TALO,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,1.096,84.5
TAP,Consumer Defensive,C,3,0,0.00,3,1.00,0.00,0.00,0.0,4.390,82.7
TARS,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,3.351,74.0
TBBB,Consumer Defensive,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.682,75.6
TCBI,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.830,91.0
TD,Financial Services,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.527,78.8
TDC,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.424,78.3
TDS,Communication Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.054,81.3
TDW,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.851,84.3
TECK,Basic Materials,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.885,77.3
TEL,Technology,C,2,0,0.00,2,1.00,0.00,0.00,0.0,6.919,106.2
TER,Technology,C,21,3,0.14,21,1.00,0.33,0.55,0.0,0.587,83.4
TERN,Healthcare,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.500,82.8
TEVA,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.271,87.4
TEX,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.319,85.8
TFC,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.117,78.5
TFII,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,3.915,76.5
TFPM,Basic Materials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.681,88.3
TFSL,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.118,74.7
TFX,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.954,95.4
TGB,Basic Materials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.472,87.0
TGNA,Communication Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,6.406,88.9
TGS,Energy,C,1,0,0.00,1,1.00,0.00,0.00,0.0,7.469,120.0
TGT,Consumer Defensive,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.710,81.3
TGTX,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.121,79.5
THC,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.837,86.9
TIGO,Communication Services,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.261,83.8
TIMB,Communication Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.402,97.1
TJX,Consumer Cyclical,C,12,2,0.17,12,1.00,0.25,0.00,0.0,1.403,82.2
TKC,Communication Services,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.047,79.0
TKO,Communication Services,C,9,0,0.00,9,1.00,0.00,0.00,0.0,7.614,88.6
TKR,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.262,85.1
TLK,Communication Services,D,3,0,0.00,0,0.00,0.00,0.00,0.0,0.000,75.2
TLN,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,2.604,81.0
TM,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,2.000,78.5
TMC,Basic Materials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.342,70.0
TMDX,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.305,89.3
TMHC,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.146,78.2
TMO,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.697,74.5
TNGX,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.374,76.7
TNK,Energy,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.714,84.6
TNL,Consumer Cyclical,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.124,85.2
TOL,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.071,73.8
TPC,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.776,76.4
TPH,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.412,76.8
TPL,Energy,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.466,85.4
TPR,Consumer Cyclical,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.197,81.0
TRGP,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.354,82.9
TRMD,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.304,86.2
TRMK,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.527,77.5
TRN,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.093,136.5
TRNO,Real Estate,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.833,76.0
TRP,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.817,82.4
TRV,Financial Services,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.123,75.5
TS,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,1.083,86.7
TSEM,Technology,C,9,2,0.22,9,1.00,0.35,0.00,0.0,0.790,77.9
TSLA,Consumer Cyclical,C,2,2,1.00,2,1.00,0.12,0.24,0.0,0.383,71.5
TSM,Technology,B,14,10,0.71,14,1.00,0.14,0.77,1.5,1.420,81.8
TSN,Consumer Defensive,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.644,82.6
TT,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.983,82.5
TTC,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.249,76.2
TTE,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,1.010,81.0
TTEK,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.294,85.5
TTMI,Technology,C,19,0,0.00,19,1.00,0.00,0.00,0.0,1.243,77.2
TVTX,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.661,77.2
TW,Financial Services,C,15,0,0.00,15,1.00,0.00,0.00,0.0,2.306,78.6
TWLO,Communication Services,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.962,83.5
TWST,Healthcare,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.741,82.6
TXG,Healthcare,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.396,81.6
TXN,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.417,84.0
TXNM,Utilities,C,10,1,0.10,10,1.00,12.99,0.00,15.0,0.926,79.0
TXRH,Consumer Cyclical,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.744,75.4
TXT,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.686,78.6
TYRA,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.558,88.3
UA,Consumer Cyclical,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.430,86.2
UAA,Consumer Cyclical,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.385,87.2
UAL,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.783,79.0
UBS,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.581,71.5
UBSI,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.242,74.7
UCB,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.500,75.2
UCTT,Technology,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.532,79.4
UE,Real Estate,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.186,81.6
UEC,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.631,81.3
UGI,Utilities,C,7,1,0.14,7,1.00,6.94,0.00,0.0,0.998,77.4
UGP,Energy,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.212,82.0
UHS,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.677,74.0
UL,Consumer Defensive,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.656,88.2
ULS,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,8.487,81.5
UMBF,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.794,75.5
UMC,Technology,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.303,79.2
UNF,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.218,80.5
UNFI,Consumer Defensive,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.831,81.0
UNIT,Real Estate,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.109,93.4
UNP,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.246,77.2
UPS,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.462,81.8
USAS,Basic Materials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.341,79.1
USB,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.105,75.5
USFD,Consumer Defensive,C,8,0,0.00,8,1.00,0.00,0.00,0.0,9.027,85.2
UTF,Financial Services,D,1,0,0.00,0,0.00,0.00,0.00,0.0,0.000,78.0
UTHR,Healthcare,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.902,81.9
UTI,Consumer Defensive,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.463,86.5
UUUU,Energy,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.408,78.9
VAC,Consumer Cyclical,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.510,84.1
VAL,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.652,81.6
VALE,Basic Materials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.860,80.4
VCTR,Financial Services,C,5,0,0.00,5,1.00,0.00,0.00,0.0,15.646,72.9
VECO,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.429,79.5
VERA,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.229,74.8
VET,Energy,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.484,85.1
VFC,Consumer Cyclical,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.798,74.8
VG,Energy,C,19,1,0.05,19,1.00,0.29,0.00,0.0,1.676,84.2
VIAV,Technology,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.422,81.4
VICR,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.242,83.7
VIK,Consumer Cyclical,C,9,1,0.11,9,1.00,0.74,0.00,0.0,3.049,83.8
VIRT,Financial Services,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.417,80.5
VISN,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.212,71.0
VIST,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.784,83.6
VIV,Communication Services,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.657,83.1
VKTX,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.171,86.0
VLO,Energy,C,23,1,0.04,23,1.00,0.24,0.00,0.0,0.568,80.2
VLY,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.468,74.8
VMC,Basic Materials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,2.193,77.8
VNET,Technology,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.091,82.5
VNOM,Energy,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.902,84.5
VNT,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.066,83.2
VOD,Communication Services,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.853,80.0
