ticker,sector,category,days_seen,dp_days,dp_coverage,pcr_days,opt_coverage,avg_dp_pct,dp_pct_cv,avg_block_count,avg_pcr,avg_combined_score
CROX,Consumer Cyclical,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.137,75.8
CRS,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,1.262,81.5
CRSP,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.335,82.9
CRUS,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.797,83.6
CSAN,Energy,D,3,0,0.00,0,0.00,0.00,0.00,0.0,0.000,77.0
CSCO,Technology,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.371,81.4
CSGS,Technology,C,3,0,0.00,3,1.00,0.00,0.00,0.0,4.390,96.6
CSTM,Basic Materials,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.536,80.8
CSX,Industrials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.497,79.1
CTAS,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.245,80.0
CTRA,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.283,84.1
CTRE,Real Estate,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.683,79.0
CTRI,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.221,81.8
CTVA,Basic Materials,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.447,80.9
CUBE,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.826,76.4
CUK,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,9.361,73.8
CURB,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.456,75.9
CVBF,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.527,72.0
CVE,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.824,81.8
CVI,Energy,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.354,87.1
CVS,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.551,89.4
CVX,Energy,C,21,6,0.29,21,1.00,0.14,0.68,0.0,0.367,83.8
CW,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.824,77.5
CWAN,Technology,C,6,0,0.00,6,1.00,0.00,0.00,0.0,79.349,75.9
CWEN,Utilities,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.614,81.5
CX,Basic Materials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.829,77.7
CXW,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.421,82.6
CYTK,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.341,74.2
CZR,Consumer Cyclical,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.392,83.2
D,Utilities,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.248,80.2
DAL,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.882,75.3
DAN,Consumer Cyclical,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.284,78.4
DAR,Consumer Defensive,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.425,80.2
DAVE,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.139,90.0
DAWN,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.618,77.5
DB,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.618,77.5
DBRG,Real Estate,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.901,80.8
DCI,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.799,82.0
DD,Basic Materials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.493,78.0
DE,Industrials,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.032,81.7
DECK,Consumer Cyclical,C,5,0,0.00,5,1.00,0.00,0.00,0.0,1.088,76.4
DELL,Technology,C,19,3,0.16,19,1.00,1.20,1.37,10.0,0.602,87.2
DG,Consumer Defensive,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.790,77.4
DGX,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,3.370,77.2
DHI,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,2.570,73.5
DHR,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.189,74.5
DHT,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.314,81.7
DINO,Energy,C,17,0,0.00,17,1.00,0.00,0.00,0.0,1.807,85.9
DIOD,Technology,C,4,0,0.00,4,1.00,0.00,0.00,0.0,4.322,91.5
DK,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.688,83.7
DKS,Consumer Cyclical,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.844,74.0
DLO,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.565,76.0
DLR,Real Estate,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.527,79.8
DLTR,Consumer Defensive,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.700,82.2
DNLI,Healthcare,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.619,77.1
DNP,Financial Services,D,2,0,0.00,0,0.00,0.00,0.00,0.0,0.000,72.8
DNTH,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.885,71.5
DOC,Real Estate,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.202,80.5
DOCN,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.786,79.8
DOV,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,2.712,83.1
DOW,Basic Materials,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.443,78.7
DRD,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.013,83.5
DRH,Real Estate,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.032,77.1
DRI,Consumer Cyclical,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.335,82.3
DRS,Industrials,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.455,82.0
DTE,Utilities,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.777,82.3
DTM,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.336,85.8
DUK,Utilities,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.173,81.4
DVA,Healthcare,C,12,0,0.00,12,1.00,0.00,0.00,0.0,2.095,75.0
DVN,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.487,84.0
DX,Real Estate,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.053,80.5
DXCM,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.997,82.0
DY,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.368,70.0
DYN,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.829,74.4
E,Energy,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.465,84.2
EA,Communication Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,5.438,74.2
EAT,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.621,79.0
EBAY,Consumer Cyclical,C,11,0,0.00,11,1.00,0.00,0.00,0.0,4.224,82.7
EBC,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.780,72.0
EC,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.341,84.1
ECG,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,12.483,76.6
ECL,Basic Materials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.487,76.8
ED,Utilities,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.565,80.2
EDU,Consumer Defensive,C,7,0,0.00,7,1.00,0.00,0.00,0.0,9.195,75.2
EE,Utilities,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.315,89.4
EFXT,Energy,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.016,83.2
EGO,Basic Materials,C,15,1,0.07,15,1.00,1.39,0.00,0.0,0.388,80.5
EGP,Real Estate,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.810,74.0
EIX,Utilities,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.772,82.4
EL,Consumer Defensive,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.346,79.1
ELAN,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.680,86.8
ELPC,Utilities,D,3,0,0.00,0,0.00,0.00,0.00,0.0,0.000,94.7
ELS,Real Estate,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.565,80.5
ELV,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.557,78.5
ELVN,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.419,76.3
EMBJ,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.045,73.3
EME,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.303,80.0
EMN,Basic Materials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.644,82.8
EMR,Industrials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.076,79.4
ENB,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.602,86.9
ENLT,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.853,70.0
ENPH,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.537,84.6
ENSG,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.565,73.5
ENTG,Technology,C,11,0,0.00,11,1.00,0.00,0.00,0.0,1.244,74.5
EOG,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.805,80.1
EPD,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.434,82.3
EPR,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.663,78.4
EPRT,Real Estate,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.094,77.2
EQIX,Real Estate,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.268,76.4
EQNR,Energy,C,24,0,0.00,24,1.00,0.00,0.00,0.0,1.622,84.0
EQT,Energy,C,24,0,0.00,24,1.00,0.00,0.00,0.0,0.678,83.8
EQX,Basic Materials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.264,80.2
ERAS,Healthcare,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.026,80.8
ERIC,Technology,C,19,0,0.00,19,1.00,0.00,0.00,0.0,2.548,81.5
ERO,Basic Materials,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.231,78.9
ES,Utilities,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.536,83.7
ESI,Basic Materials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,8.500,77.4
ESTA,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,28.319,85.0
ET,Energy,C,23,1,0.04,23,1.00,1.09,0.00,0.0,0.313,82.9
ETN,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.841,84.7
ETR,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.711,81.9
EVRG,Utilities,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.266,81.7
EW,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.803,83.3
EWBC,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.398,76.0
EWTX,Healthcare,C,12,0,0.00,12,1.00,0.00,0.00,0.0,1.012,77.0
EXAS,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,5.460,81.6
EXC,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,1.668,80.8
EXE,Energy,C,12,0,0.00,12,1.00,0.00,0.00,0.0,2.248,84.4
EXEL,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,1.455,85.4
EXG,Financial Services,D,3,0,0.00,0,0.00,0.00,0.00,0.0,0.000,76.3
EXK,Basic Materials,C,15,0,0.00,15,1.00,0.00,0.00,0.0,0.226,80.1
EXP,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.701,81.0
EXPD,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.339,73.8
EXPE,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.469,79.0
EXPO,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.557,76.0
EXR,Real Estate,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.724,88.1
EYE,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.057,85.4
F,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.480,94.1
FAF,Financial Services,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.318,81.0
FANG,Energy,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.295,80.6
FAST,Industrials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,5.728,78.3
FBIN,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.691,128.2
FBP,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.386,81.7
FCFS,Financial Services,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.809,77.7
FCN,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.537,74.5
FCPT,Real Estate,C,3,0,0.00,3,1.00,0.00,0.00,0.0,3.611,73.2
FCX,Basic Materials,C,17,1,0.06,17,1.00,0.43,0.00,0.0,0.563,82.9
FDP,Consumer Defensive,C,1,0,0.00,1,1.00,0.00,0.00,0.0,3.857,81.5
FDX,Industrials,C,11,1,0.09,11,1.00,1.45,0.00,0.0,0.723,78.7
FE,Utilities,C,20,0,0.00,20,1.00,0.00,0.00,0.0,0.580,84.8
FELE,Industrials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.127,85.0
FER,Industrials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.707,76.4
FERG,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.870,79.1
FFBC,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.404,72.2
FFIV,Technology,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.426,95.2
FHI,Financial Services,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.654,80.2
FHN,Financial Services,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.475,88.5
FIBK,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.252,77.5
FIGS,Consumer Cyclical,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.398,82.0
FIHL,Financial Services,D,2,0,0.00,0,0.00,0.00,0.00,0.0,0.000,78.0
FITB,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.677,75.9
FIVE,Consumer Cyclical,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.490,79.8
FIX,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.873,79.8
FLEX,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,5.422,76.8
FLG,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.527,75.3
FLNC,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.268,79.0
FLOC,Energy,D,2,0,0.00,0,0.00,0.00,0.00,0.0,0.000,76.0
FLR,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.408,80.7
FLS,Industrials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.078,83.5
FLY,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.260,77.5
FMX,Consumer Defensive,C,1,0,0.00,1,1.00,0.00,0.00,0.0,3.788,70.0
FN,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.844,80.1
FNB,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.303,83.2
FNV,Basic Materials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.678,79.2
FOLD,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,5.006,82.0
FORM,Technology,C,20,0,0.00,20,1.00,0.00,0.00,0.0,1.166,81.4
FR,Real Estate,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.026,82.1
FRME,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.500,75.0
FRO,Energy,C,22,1,0.05,22,1.00,2.82,0.00,0.0,0.344,82.7
FRPT,Consumer Defensive,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.582,85.8
FRT,Real Estate,C,9,0,0.00,9,1.00,0.00,0.00,0.0,8.735,76.5
FSLR,Energy,C,2,1,0.50,2,1.00,1.45,0.00,0.0,0.476,78.0
FSLY,Technology,C,20,3,0.15,20,1.00,0.67,0.49,0.0,0.320,82.4
FSM,Basic Materials,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.295,81.6
FTAI,Industrials,C,9,1,0.11,9,1.00,0.53,0.00,0.0,0.751,84.0
FTDR,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,2.760,82.0
FTI,Energy,C,25,0,0.00,25,1.00,0.00,0.00,0.0,0.948,82.4
FTS,Utilities,C,17,0,0.00,17,1.00,0.00,0.00,0.0,1.346,79.9
FTV,Technology,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.484,82.9
FUL,Basic Materials,C,1,0,0.00,1,1.00,0.00,0.00,0.0,13.172,77.0
FULT,Financial Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.608,75.9
GAP,Consumer Cyclical,C,4,1,0.25,4,1.00,0.62,0.00,0.0,0.554,94.9
GBCI,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.413,78.7
GCMG,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.050,71.5
GD,Industrials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.691,82.5
GDS,Technology,C,9,0,0.00,9,1.00,0.00,0.00,0.0,1.030,76.7
GE,Industrials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.489,82.7
GEHC,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.853,94.6
GEV,Utilities,C,24,3,0.12,24,1.00,0.40,0.68,5.0,0.370,81.9
GFI,Basic Materials,C,17,0,0.00,17,1.00,0.00,0.00,0.0,0.490,84.0
GFS,Technology,C,21,0,0.00,21,1.00,0.00,0.00,0.0,0.341,82.0
GGAL,Financial Services,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.660,71.5
GGG,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.381,86.6
GH,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,6.573,75.0
GIL,Consumer Cyclical,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.154,78.5
GILD,Healthcare,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.409,82.6
GKOS,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.656,90.5
GLBE,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,4.361,77.0
GLNG,Energy,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.297,82.9
GLPI,Real Estate,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.528,79.7
GLW,Technology,C,22,5,0.23,22,1.00,0.63,1.84,6.0,0.624,80.5
GM,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.485,90.8
GMAB,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.238,71.0
GME,Consumer Cyclical,C,10,0,0.00,10,1.00,0.00,0.00,0.0,0.213,85.5
GMED,Healthcare,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.554,81.0
GNL,Real Estate,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.572,78.6
GNRC,Industrials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.419,82.0
GNTX,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.321,73.0
GOLF,Consumer Cyclical,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.312,79.5
GOOG,Technology,C,9,3,0.33,9,1.00,0.11,0.75,0.0,0.414,74.5
GOOGL,Technology,C,9,6,0.67,9,1.00,0.09,0.85,2.5,0.494,75.3
GPN,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.677,101.9
GPOR,Energy,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.761,136.5
GRAL,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.209,107.0
GRDN,Healthcare,C,7,0,0.00,7,1.00,0.00,0.00,0.0,1.378,86.9
GRMN,Technology,C,14,0,0.00,14,1.00,0.00,0.00,0.0,1.906,85.0
GS,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.021,75.8
GSAT,Communication Services,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.254,86.3
GSK,Healthcare,C,9,0,0.00,9,1.00,0.00,0.00,0.0,0.276,84.2
GTES,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.489,95.1
GTLS,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,5.106,74.7
GTX,Consumer Cyclical,C,16,0,0.00,16,1.00,0.00,0.00,0.0,0.231,83.8
GVA,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,2.040,75.8
GXO,Industrials,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.310,82.4
H,Consumer Cyclical,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.555,79.7
HAFN,Industrials,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.210,80.5
HAL,Energy,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.442,84.1
HALO,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.295,101.0
HAS,Consumer Cyclical,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.159,78.6
HASI,Financial Services,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.711,76.9
HBAN,Financial Services,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.565,79.0
HBM,Basic Materials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.672,82.9
HCA,Healthcare,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.444,77.6
HCC,Energy,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.689,84.6
HD,Consumer Cyclical,C,2,1,0.50,2,1.00,1.05,0.00,15.0,0.869,80.0
HE,Utilities,C,8,0,0.00,8,1.00,0.00,0.00,0.0,1.366,75.4
HEI,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.479,78.7
HESM,Energy,C,23,0,0.00,23,1.00,0.00,0.00,0.0,0.461,82.7
HG,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.239,93.9
HIG,Financial Services,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.237,77.5
HII,Industrials,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.452,82.5
HL,Basic Materials,C,16,3,0.19,16,1.00,0.51,0.40,0.0,0.436,83.5
HLF,Consumer Defensive,C,3,0,0.00,3,1.00,0.00,0.00,0.0,1.315,77.8
HLIO,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.697,74.2
HLN,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.071,85.9
HLT,Consumer Cyclical,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.719,81.1
HMY,Basic Materials,C,6,0,0.00,6,1.00,0.00,0.00,0.0,0.899,78.4
HOLX,Healthcare,C,11,0,0.00,11,1.00,0.00,0.00,0.0,10.087,73.1
HOMB,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,1.236,79.5
HON,Industrials,C,11,0,0.00,11,1.00,0.00,0.00,0.0,0.339,79.5
HP,Energy,C,22,0,0.00,22,1.00,0.00,0.00,0.0,0.283,84.7
HPE,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.767,86.8
HR,Real Estate,C,13,0,0.00,13,1.00,0.00,0.00,0.0,0.414,80.6
HRI,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.683,95.5
HROW,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.156,135.0
HSAI,Consumer Cyclical,C,6,0,0.00,6,1.00,0.00,0.00,0.0,1.859,79.8
HSBC,Financial Services,C,10,0,0.00,10,1.00,0.00,0.00,0.0,1.022,79.9
HSIC,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.129,96.2
HST,Real Estate,C,12,0,0.00,12,1.00,0.00,0.00,0.0,1.529,79.0
HSY,Consumer Defensive,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.323,86.9
HTHT,Consumer Cyclical,C,3,0,0.00,3,1.00,0.00,0.00,0.0,2.502,78.2
HTO,Utilities,C,7,0,0.00,7,1.00,0.00,0.00,0.0,6.086,85.1
HUBB,Industrials,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.677,97.7
HUBG,Industrials,C,4,0,0.00,4,1.00,0.00,0.00,0.0,0.999,78.4
HUN,Basic Materials,C,12,0,0.00,12,1.00,0.00,0.00,0.0,0.801,83.7
HUT,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.479,73.6
HWC,Financial Services,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.366,72.2
HWM,Industrials,C,17,1,0.06,17,1.00,0.26,0.00,0.0,0.605,83.6
HXL,Industrials,C,14,0,0.00,14,1.00,0.00,0.00,0.0,0.215,82.5
HYMC,Basic Materials,C,9,1,0.11,9,1.00,0.82,0.00,0.0,0.578,79.5
IAC,Technology,C,16,0,0.00,16,1.00,0.00,0.00,0.0,1.758,84.0
IAG,Basic Materials,C,18,1,0.06,18,1.00,0.84,0.00,0.0,0.338,80.0
IBKR,Financial Services,C,7,0,0.00,7,1.00,0.00,0.00,0.0,0.851,79.1
IBRX,Healthcare,C,14,1,0.07,14,1.00,1.35,0.00,0.0,0.396,80.8
ICUI,Healthcare,C,2,0,0.00,2,1.00,0.00,0.00,0.0,0.701,85.5
IDA,Utilities,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.351,84.0
IDCC,Technology,C,1,0,0.00,1,1.00,0.00,0.00,0.0,1.013,70.0
IDYA,Healthcare,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.234,76.8
IE,Technology,C,5,0,0.00,5,1.00,0.00,0.00,0.0,8.062,76.0
IEX,Industrials,C,2,0,0.00,2,1.00,0.00,0.00,0.0,13.270,78.0
IFF,Basic Materials,C,8,0,0.00,8,1.00,0.00,0.00,0.0,0.698,80.2
IHG,Consumer Cyclical,D,1,0,0.00,0,0.00,0.00,0.00,0.0,0.000,80.5
IHS,Communication Services,C,19,0,0.00,19,1.00,0.00,0.00,0.0,0.309,83.1
ILMN,Healthcare,C,5,0,0.00,5,1.00,0.00,0.00,0.0,0.396,83.9
IMAX,Communication Services,C,12,0,0.00,12,1.00,0.00,0.00,0.0,5.788,84.9
IMNM,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.693,71.5
IMO,Energy,C,18,0,0.00,18,1.00,0.00,0.00,0.0,0.797,80.8
IMVT,Healthcare,C,6,0,0.00,6,1.00,0.00,0.00,0.0,2.404,86.9
INCY,Healthcare,C,3,0,0.00,3,1.00,0.00,0.00,0.0,0.655,95.2
INDV,Healthcare,C,1,0,0.00,1,1.00,0.00,0.00,0.0,0.386,76.0
ING,Financial Services,C,4,0,0.00,4,1.00,0.00,0.00,0.0,1.922,72.9
